id,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,y
9986,41.0,73.0,62.0,1005.3,1004.6,5.0,3.0,24.1,25.7,No,1.0,No
8585,11.0,84.0,73.0,1020.4,1018.8,7.0,4.0,9.8,13.2,No,0.0,No
5286,9.0,75.0,49.0,,,,,10.6,17.0,No,0.0,No
22040,28.0,73.0,69.0,1018.3,1017.4,5.0,6.0,23.7,24.4,No,0.0,No
17352,,94.0,,,,2.0,,10.9,,No,0.0,No
24854,6.0,79.0,36.0,,,,,8.9,18.5,No,0.0,No
4671,9.0,68.0,37.0,1022.6,1018.7,,,18.7,24.9,No,0.0,No
8130,24.0,93.0,37.0,1007.3,1002.2,7.0,6.0,16.5,25.7,Yes,0.0,No
22191,15.0,63.0,61.0,1024.4,1021.9,7.0,7.0,16.5,18.0,No,0.0,No
21990,22.0,63.0,49.0,1020.7,1019.8,7.0,5.0,17.8,18.6,No,0.0,No
4180,9.0,50.0,50.0,1014.6,1013.1,,,12.3,14.9,No,0.0,No
18130,11.0,69.0,43.0,1009.0,1006.1,,,23.8,27.4,No,0.0,No
4220,15.0,63.0,57.0,1031.8,1030.7,,,11.0,14.8,No,1.2,Yes
13607,20.0,56.0,31.0,1019.4,1016.6,7.0,7.0,22.1,29.4,No,0.0,No
7936,17.0,52.0,93.0,1018.4,1014.9,7.0,7.0,20.1,16.5,No,13.6,Yes
15400,15.0,70.0,23.0,,,2.0,2.0,21.2,27.0,No,0.0,No
13726,11.0,58.0,30.0,1024.2,1020.9,0.0,2.0,17.5,25.4,No,0.0,No
2156,20.0,66.0,27.0,1014.1,1012.4,,8.0,25.2,32.6,No,0.0,No
12358,22.0,60.0,27.0,1019.3,1013.9,4.0,4.0,23.7,29.6,No,0.0,No
1846,9.0,78.0,48.0,1023.2,1018.8,,5.0,16.6,23.7,No,5.0,Yes
10428,9.0,81.0,72.0,1013.4,1010.3,7.0,7.0,18.1,20.5,No,0.4,No
21504,35.0,70.0,70.0,1013.0,1010.5,1.0,2.0,18.5,19.8,No,1.0,No
14275,7.0,58.0,23.0,1020.0,1016.2,1.0,2.0,22.2,31.2,No,0.0,No
8639,20.0,59.0,50.0,1022.0,1018.5,4.0,8.0,14.4,20.6,No,23.6,Yes
3047,26.0,65.0,36.0,1011.2,1006.8,,,26.6,37.1,No,0.8,No
10329,17.0,66.0,60.0,1020.3,1019.7,6.0,2.0,25.7,26.8,No,1.2,Yes
5151,9.0,84.0,87.0,1008.1,1006.1,,,17.9,18.3,No,3.2,Yes
1302,15.0,87.0,54.0,1022.9,1016.5,1.0,,6.1,15.9,No,11.2,Yes
16461,15.0,79.0,53.0,,,7.0,3.0,23.8,30.5,No,0.0,No
21278,20.0,68.0,66.0,1023.5,1021.5,7.0,8.0,17.6,17.7,No,4.6,Yes
16615,28.0,70.0,64.0,,,2.0,7.0,12.4,16.0,No,0.0,No
14114,9.0,57.0,27.0,1021.2,1016.8,1.0,6.0,18.5,24.7,No,0.0,No
15656,6.0,91.0,96.0,,,7.0,8.0,13.4,12.5,Yes,33.9,Yes
6168,11.0,36.0,24.0,1029.4,1025.8,0.0,0.0,13.4,18.4,No,0.0,No
11503,13.0,91.0,72.0,1035.6,1032.3,8.0,,14.5,19.4,Yes,0.1,No
12318,7.0,46.0,26.0,1023.9,1019.0,6.0,6.0,22.9,29.2,No,0.0,No
18012,22.0,75.0,68.0,1015.3,1012.5,,,19.7,22.4,No,0.2,No
20714,6.0,68.0,63.0,1018.2,1016.3,5.0,6.0,22.3,22.4,No,0.2,No
14865,,,74.0,,,,8.0,,23.0,No,0.0,No
601,19.0,85.0,56.0,1019.5,1018.7,4.0,8.0,7.8,13.7,Yes,0.0,No
23984,33.0,35.0,21.0,,,,,21.9,24.1,No,0.0,No
14157,39.0,74.0,55.0,1013.9,1010.9,7.0,8.0,24.2,28.1,No,39.8,Yes
4578,22.0,65.0,27.0,1014.9,1011.4,,,17.9,27.0,No,0.0,No
21890,13.0,66.0,69.0,1017.3,1015.2,7.0,7.0,16.3,15.9,No,0.0,No
1499,11.0,90.0,79.0,1010.7,1010.3,8.0,8.0,11.7,14.2,Yes,1.6,Yes
12826,11.0,,,1029.0,1024.8,3.0,2.0,16.1,21.5,No,0.0,No
4108,7.0,89.0,60.0,1017.4,1013.9,,,21.0,27.4,No,0.0,No
23906,15.0,56.0,34.0,,,,,19.6,26.9,No,0.0,No
10803,,67.0,67.0,,,,,16.6,19.1,No,3.2,Yes
21746,28.0,56.0,52.0,1017.0,1015.2,4.0,4.0,22.4,22.8,No,0.8,No
12096,15.0,56.0,26.0,1022.2,1019.9,1.0,1.0,11.9,19.9,No,0.0,No
7984,22.0,21.0,3.0,1016.9,1013.2,1.0,0.0,21.2,31.3,No,0.0,No
23276,15.0,68.0,59.0,1022.7,1021.3,1.0,1.0,17.5,18.7,Yes,0.0,No
1680,22.0,62.0,37.0,1017.6,1019.2,6.0,8.0,10.1,14.2,No,0.0,No
7461,6.0,63.0,60.0,1021.9,1020.5,8.0,8.0,13.7,16.7,No,1.2,Yes
20723,33.0,65.0,78.0,1014.6,1011.1,8.0,8.0,21.9,22.0,No,5.8,Yes
19182,13.0,79.0,60.0,1007.6,1005.0,,,16.4,18.0,Yes,0.0,No
17753,19.0,68.0,57.0,1013.2,1011.5,,,18.3,23.1,No,0.0,No
23520,15.0,61.0,53.0,1018.1,1016.5,8.0,1.0,21.5,22.0,No,0.0,No
4024,9.0,81.0,63.0,1018.5,1016.2,,,18.8,22.7,No,0.6,No
5522,11.0,80.0,73.0,1022.5,1020.3,,,19.2,20.4,No,0.0,No
24528,2.0,91.0,98.0,,,,,13.3,14.9,,8.8,Yes
8306,15.0,23.0,11.0,1019.6,1015.8,0.0,3.0,21.4,26.3,No,0.0,No
6378,13.0,50.0,21.0,1023.4,1021.5,1.0,1.0,21.6,30.0,No,0.0,No
3005,2.0,100.0,66.0,1030.6,1027.2,8.0,,3.4,14.0,No,0.4,No
14815,7.0,86.0,70.0,,,7.0,2.0,23.0,28.0,Yes,0.0,No
9284,41.0,65.0,68.0,1012.6,1010.0,7.0,6.0,25.8,27.2,No,0.0,No
3152,15.0,72.0,85.0,1023.9,1021.2,,,17.0,17.2,Yes,15.8,Yes
1281,19.0,84.0,69.0,1020.7,1017.8,2.0,8.0,10.8,11.9,No,0.6,No
5826,17.0,100.0,100.0,1010.6,1009.8,,,20.5,23.4,Yes,2.2,Yes
19863,31.0,93.0,89.0,1034.4,1032.8,,,16.5,17.2,Yes,0.8,No
15559,6.0,90.0,68.0,,,6.0,1.0,21.6,27.5,No,0.0,No
8845,20.0,52.0,29.0,1023.5,1018.4,,1.0,18.7,25.1,No,2.6,Yes
15877,28.0,66.0,63.0,,,3.0,5.0,22.0,23.0,No,50.4,Yes
20919,24.0,71.0,69.0,1020.5,1018.8,7.0,3.0,17.0,18.4,No,0.2,No
19544,13.0,47.0,45.0,1005.7,1006.5,,,12.4,14.4,No,0.0,No
13141,15.0,65.0,41.0,1026.2,1022.5,1.0,2.0,12.5,17.6,No,0.0,No
24367,20.0,77.0,65.0,,,,,20.9,23.7,No,0.0,No
9237,11.0,95.0,96.0,1028.2,1027.0,8.0,8.0,18.6,19.1,Yes,58.0,Yes
17133,,48.0,,,,4.0,,30.0,,No,0.0,No
20601,39.0,87.0,88.0,1026.6,1025.4,,,14.8,17.3,Yes,26.6,Yes
4173,11.0,100.0,34.0,1023.3,1020.4,,,10.5,20.7,No,0.0,No
8041,19.0,40.0,24.0,1015.5,1012.7,1.0,6.0,28.7,34.3,No,0.2,No
14164,11.0,55.0,30.0,1016.1,1013.9,2.0,6.0,23.9,31.3,No,0.0,No
20700,19.0,63.0,63.0,1016.4,1015.0,7.0,7.0,21.5,22.1,No,2.4,Yes
5658,13.0,90.0,52.0,1018.5,1013.5,,,14.6,21.4,No,0.0,No
13363,26.0,58.0,10.0,1022.8,1018.2,2.0,2.0,18.6,26.8,No,0.0,No
5741,13.0,56.0,22.0,1014.6,1010.6,,,26.2,34.2,No,0.0,No
4308,7.0,61.0,22.0,1026.2,1019.8,,,17.7,28.7,No,0.0,No
6316,19.0,36.0,22.0,1014.2,1011.7,4.0,1.0,22.5,32.8,No,0.0,No
1392,13.0,95.0,93.0,1011.2,1008.9,8.0,8.0,19.4,19.4,Yes,24.6,Yes
7310,28.0,37.0,38.0,1012.4,1011.1,7.0,8.0,25.3,28.9,Yes,10.6,Yes
15695,9.0,78.0,62.0,,,6.0,4.0,16.6,18.5,No,0.0,No
16586,4.0,85.0,44.0,,,4.0,1.0,13.7,22.5,No,0.0,No
12824,6.0,64.0,38.0,1025.0,1022.1,1.0,6.0,16.6,23.1,No,0.0,No
7240,17.0,43.0,14.0,1024.1,1018.4,2.0,1.0,13.5,21.1,No,0.0,No
20174,11.0,90.0,87.0,1023.2,1020.8,,,19.0,20.5,No,1.0,No
11918,7.0,63.0,25.0,1012.4,1008.4,0.0,0.0,24.0,34.0,No,0.0,No
8920,9.0,70.0,28.0,1030.7,1027.6,,,11.0,19.9,No,0.0,No
15277,0.0,93.0,73.0,,,7.0,4.0,12.6,18.2,No,7.0,Yes
15711,65.0,72.0,32.0,,,5.0,4.0,19.4,27.6,No,0.0,No
14252,11.0,50.0,18.0,1019.9,1015.5,0.0,1.0,24.2,33.4,No,0.0,No
22670,28.0,66.0,55.0,1014.4,1015.4,4.0,2.0,19.2,18.7,No,0.0,No
10084,24.0,62.0,62.0,1015.9,1014.1,1.0,5.0,23.6,25.1,No,0.0,No
15952,0.0,87.0,66.0,,,7.0,6.0,14.0,17.4,Yes,4.2,Yes
24248,13.0,77.0,69.0,,,,,15.2,17.4,No,17.4,Yes
24620,19.0,64.0,47.0,,,,,21.8,25.4,No,0.0,No
13986,13.0,50.0,31.0,1020.3,1016.6,,8.0,21.2,27.1,No,0.0,No
8746,9.0,,,1012.3,1009.4,2.0,2.0,27.3,34.5,No,1.8,Yes
4439,6.0,82.0,36.0,1023.6,1021.1,,,17.4,26.5,No,0.0,No
15987,0.0,73.0,38.0,,,0.0,2.0,8.5,15.2,No,0.0,No
23822,15.0,81.0,39.0,,,,,9.2,19.8,No,0.0,No
10086,17.0,66.0,56.0,1020.6,1018.4,2.0,2.0,23.2,24.6,No,0.0,No
4246,11.0,65.0,46.0,1026.5,1023.2,,,10.3,13.4,No,0.0,No
175,6.0,97.0,74.0,1021.4,1019.2,8.0,3.0,13.6,17.4,Yes,0.8,No
3611,20.0,44.0,52.0,1017.3,1017.6,,,15.3,14.6,No,0.8,No
3827,0.0,98.0,69.0,1015.5,1013.9,,,10.0,17.1,No,0.0,No
22947,9.0,57.0,66.0,1019.5,1018.4,1.0,4.0,15.4,15.1,No,0.2,No
24994,11.0,89.0,44.0,,,,,20.6,28.4,No,0.0,No
12857,22.0,95.0,94.0,1015.1,1011.4,8.0,8.0,14.4,15.2,Yes,1.8,Yes
5893,4.0,80.0,45.0,1025.1,1022.9,,,13.1,20.4,No,0.0,No
9797,20.0,58.0,43.0,1013.1,1005.5,1.0,1.0,15.3,20.1,No,0.0,No
6053,24.0,64.0,36.0,1010.3,1006.0,1.0,5.0,17.1,21.9,No,1.0,No
8141,28.0,51.0,17.0,1021.5,1015.0,8.0,,20.9,31.8,No,0.0,No
9024,7.0,89.0,74.0,1024.4,1022.0,7.0,5.0,18.1,21.0,Yes,2.0,Yes
13068,13.0,47.0,18.0,1023.0,1019.7,0.0,0.0,16.9,26.7,No,0.0,No
23358,26.0,70.0,57.0,1015.0,1013.7,2.0,1.0,20.4,20.7,No,0.0,No
20504,44.0,98.0,97.0,1013.4,1011.2,,,22.1,23.0,Yes,3.6,Yes
17613,,54.0,,,,0.0,,14.9,,Yes,0.2,No
2368,24.0,77.0,45.0,1021.2,1020.5,,,10.9,17.5,No,0.0,No
22784,13.0,83.0,70.0,1010.4,1009.7,2.0,1.0,23.7,24.8,Yes,0.0,No
10797,,64.0,53.0,,,,,19.8,21.8,No,0.0,No
18260,17.0,66.0,64.0,1028.8,1026.1,,,13.6,16.6,No,0.0,No
15658,4.0,83.0,55.0,,,4.0,5.0,11.4,16.0,Yes,0.7,No
6101,7.0,73.0,50.0,1025.4,1021.3,3.0,7.0,6.9,12.1,No,0.0,No
5046,13.0,66.0,43.0,1018.7,1014.5,,,20.8,29.7,No,0.0,No
3789,15.0,82.0,70.0,1027.4,1026.0,,,17.5,21.4,Yes,0.0,No
19265,20.0,34.0,33.0,1007.2,1001.4,,,25.1,28.4,No,0.0,No
19097,19.0,78.0,60.0,1025.2,1022.5,,,20.2,24.3,No,0.0,No
15248,9.0,54.0,34.0,,,1.0,0.0,18.8,24.4,No,0.0,No
3822,17.0,99.0,96.0,1022.0,1019.1,,,12.5,13.4,Yes,34.8,Yes
8257,13.0,46.0,25.0,1016.5,1013.0,1.0,1.0,12.3,18.3,No,0.0,No
5721,13.0,47.0,24.0,1014.9,1012.0,,,18.6,26.6,No,0.0,No
1985,15.0,63.0,39.0,1026.2,1024.1,4.0,3.0,14.7,19.8,No,0.0,No
16123,4.0,70.0,59.0,,,3.0,7.0,19.7,24.0,No,0.0,No
13253,9.0,51.0,18.0,1021.2,1016.7,1.0,1.0,20.9,31.1,No,0.0,No
23132,9.0,92.0,89.0,1008.4,1007.9,8.0,7.0,23.5,24.3,Yes,4.2,Yes
5672,6.0,100.0,70.0,1013.7,1008.2,,,15.2,22.2,Yes,0.0,No
8695,17.0,,,1018.8,1015.3,,,17.9,27.6,No,0.0,No
18475,33.0,74.0,69.0,1016.0,1015.2,,,16.6,19.3,No,5.0,Yes
420,15.0,45.0,14.0,1011.4,1007.9,,,24.2,35.3,No,0.0,No
2243,6.0,100.0,53.0,1034.4,1031.9,8.0,,6.0,17.0,No,0.0,No
8864,15.0,60.0,36.0,1020.4,1015.2,8.0,8.0,21.1,26.5,No,4.0,Yes
16172,9.0,77.0,57.0,,,3.0,2.0,21.4,27.4,No,0.0,No
3428,17.0,66.0,50.0,1036.2,1034.9,,,19.2,23.9,No,0.0,No
9668,19.0,74.0,63.0,1015.2,1013.6,6.0,2.0,24.8,26.4,Yes,1.2,Yes
21700,26.0,83.0,80.0,1017.2,1015.2,7.0,6.0,22.7,23.4,No,0.0,No
16710,19.0,46.0,39.0,,,0.0,2.0,16.6,17.6,No,0.0,No
21839,31.0,71.0,71.0,1002.4,1002.1,6.0,5.0,19.5,18.3,Yes,8.4,Yes
14585,24.0,62.0,36.0,1015.3,1012.2,6.0,1.0,27.6,33.8,No,0.0,No
4115,0.0,82.0,78.0,1010.0,1008.1,,,16.7,18.5,No,3.6,Yes
7537,13.0,45.0,34.0,1021.5,1017.1,1.0,2.0,10.2,14.5,No,0.0,No
9198,31.0,49.0,61.0,1019.2,1015.0,0.0,0.0,21.9,21.9,No,0.0,No
13015,7.0,70.0,65.0,1013.8,1012.0,8.0,7.0,22.1,24.8,No,0.4,No
20221,9.0,57.0,46.0,1017.9,1013.5,,,14.3,17.0,No,1.8,Yes
20237,9.0,67.0,54.0,1017.6,1017.1,,,16.7,20.2,No,0.0,No
4172,7.0,100.0,44.0,1025.3,1021.1,,,10.3,20.4,No,0.2,No
24872,22.0,41.0,34.0,,,,,15.6,19.8,No,0.0,No
11203,13.0,57.0,54.0,1018.4,1014.1,,,17.9,20.0,No,0.0,No
1632,11.0,79.0,51.0,1027.8,1024.5,,2.0,17.0,21.7,No,0.0,No
23701,24.0,98.0,89.0,,,,,19.4,21.4,Yes,27.8,Yes
5233,6.0,100.0,52.0,1032.8,1029.0,,,7.0,17.9,No,0.2,No
11945,9.0,54.0,19.0,1013.5,1010.6,1.0,1.0,17.9,29.7,No,0.0,No
12090,17.0,68.0,38.0,1026.3,1022.6,0.0,2.0,9.5,17.1,No,0.0,No
11729,9.0,75.0,90.0,1013.7,1012.7,8.0,8.0,26.2,24.3,No,13.0,Yes
9320,22.0,70.0,68.0,1014.8,1014.4,5.0,3.0,26.0,27.7,No,10.8,Yes
851,17.0,69.0,43.0,1019.3,1015.3,,,7.4,14.6,No,3.6,Yes
20588,19.0,82.0,71.0,1021.7,1017.7,,,15.7,18.6,No,0.2,No
14294,9.0,74.0,19.0,1019.6,1016.0,1.0,1.0,20.4,28.5,No,0.0,No
18615,22.0,77.0,77.0,1020.8,1017.0,,,17.8,18.1,No,42.2,Yes
21016,37.0,85.0,76.0,1012.0,1012.1,6.0,7.0,23.6,24.3,Yes,7.0,Yes
9439,17.0,90.0,63.0,1012.2,1005.0,7.0,7.0,16.7,20.9,Yes,2.4,Yes
20734,15.0,60.0,58.0,1019.3,1017.4,1.0,1.0,20.9,22.1,No,0.0,No
1151,13.0,77.0,39.0,1014.3,1013.9,,,15.5,24.8,No,0.0,No
55,7.0,48.0,12.0,1017.7,1014.6,,,23.4,36.5,No,0.0,No
22487,13.0,66.0,75.0,1023.1,1021.5,3.0,7.0,18.3,18.1,Yes,2.0,Yes
22089,31.0,85.0,76.0,1019.1,1018.0,7.0,7.0,19.7,20.0,Yes,0.0,No
15602,0.0,97.0,79.0,,,7.0,6.0,13.5,16.2,Yes,0.0,No
18144,2.0,91.0,75.0,1014.1,1013.3,,,16.1,20.3,Yes,3.4,Yes
7785,17.0,33.0,84.0,1015.5,1015.6,7.0,8.0,21.2,17.0,No,4.8,Yes
9191,35.0,29.0,20.0,1001.9,1001.6,8.0,7.0,23.2,23.0,Yes,0.0,No
11504,17.0,91.0,64.0,1032.0,1028.9,,1.0,13.6,19.4,No,0.0,No
20172,31.0,79.0,82.0,1016.2,1012.4,,,24.4,23.4,No,0.0,No
18960,9.0,53.0,54.0,1022.9,1019.8,,,17.9,19.6,No,0.0,No
12028,19.0,100.0,47.0,1021.3,1019.0,8.0,1.0,10.7,19.6,Yes,0.0,No
19977,50.0,80.0,76.0,1024.7,1023.9,,,10.5,13.9,Yes,16.0,Yes
24269,13.0,72.0,31.0,,,,,22.4,32.4,No,0.0,No
24346,9.0,79.0,33.0,,,,,19.0,29.2,No,0.0,No
22686,20.0,53.0,50.0,1017.5,1016.3,3.0,7.0,19.5,20.0,No,0.0,No
16250,4.0,97.0,64.0,,,7.0,6.0,14.4,17.5,No,0.4,No
6241,4.0,46.0,24.0,1021.7,1018.6,2.0,3.0,25.3,32.2,No,0.0,No
17278,,88.0,,,,7.0,,15.5,,No,0.2,No
1589,6.0,100.0,56.0,1030.7,1028.9,7.0,,3.6,14.0,No,0.0,No
24200,19.0,61.0,38.0,,,,,13.5,16.6,No,0.0,No
12166,39.0,23.0,13.0,1008.3,1007.4,1.0,2.0,20.5,24.0,No,0.0,No
20753,26.0,72.0,70.0,1018.2,1015.0,4.0,5.0,19.7,20.0,No,3.6,Yes
11663,31.0,65.0,66.0,1020.4,1018.0,,,24.8,25.2,No,0.0,No
21217,17.0,56.0,57.0,1020.8,1019.2,3.0,4.0,16.2,17.1,Yes,0.0,No
18457,2.0,89.0,88.0,1018.9,1017.2,,,22.5,22.9,No,0.6,No
10233,13.0,48.0,40.0,1018.3,1014.6,6.0,1.0,15.6,16.9,No,0.0,No
19911,22.0,60.0,68.0,1025.5,1024.3,,,10.5,14.3,No,0.0,No
1517,22.0,96.0,65.0,1015.3,1013.6,8.0,8.0,14.0,15.0,Yes,4.6,Yes
8214,6.0,88.0,47.0,1031.8,1028.8,1.0,1.0,6.1,15.8,No,0.0,No
15284,0.0,94.0,97.0,,,8.0,8.0,16.5,16.5,Yes,25.8,Yes
3641,19.0,81.0,53.0,1015.9,1011.3,,,17.6,28.5,No,0.0,No
11039,26.0,62.0,54.0,1010.8,1004.9,,,22.2,28.0,No,0.0,No
17959,31.0,64.0,60.0,1018.2,1012.6,,,19.7,20.6,No,0.0,No
19040,11.0,74.0,74.0,1018.5,1015.1,,,22.0,23.6,No,0.0,No
19383,35.0,79.0,74.0,1013.1,1009.7,,,21.6,23.5,No,0.0,No
2178,19.0,58.0,19.0,1017.4,1013.3,,,15.0,30.6,No,0.0,No
21852,22.0,60.0,55.0,1015.1,1014.4,1.0,1.0,17.7,18.7,No,0.0,No
3802,13.0,54.0,37.0,1016.3,1013.2,,,12.8,17.5,No,0.0,No
13862,30.0,65.0,24.0,1011.1,1005.0,1.0,,23.8,34.6,,3.8,Yes
24802,4.0,99.0,64.0,,,,,10.5,19.5,No,0.2,No
10351,31.0,96.0,96.0,1006.8,1004.2,8.0,8.0,21.5,21.3,Yes,172.2,Yes
16640,28.0,61.0,48.0,,,1.0,2.0,11.0,14.5,No,0.0,No
8243,11.0,67.0,46.0,1036.6,1033.3,0.0,2.0,6.9,12.7,No,0.0,No
13083,17.0,80.0,41.0,1021.9,1018.5,2.0,3.0,9.1,14.7,No,0.0,No
24231,4.0,56.0,35.0,,,,,15.1,23.5,No,0.0,No
527,4.0,88.0,44.0,1023.8,1020.4,,,6.8,16.1,No,0.0,No
3817,20.0,58.0,52.0,1011.9,1011.7,,,13.3,15.5,Yes,0.0,No
13752,19.0,70.0,26.0,1019.2,1014.5,4.0,7.0,11.6,20.9,No,0.0,No
1810,9.0,68.0,33.0,1024.0,1021.1,,,19.8,29.7,No,0.0,No
1658,30.0,87.0,56.0,1002.9,1008.0,8.0,8.0,16.3,15.7,Yes,4.0,Yes
2980,9.0,93.0,73.0,1024.0,1021.3,,8.0,11.7,15.3,No,0.0,No
24857,50.0,43.0,37.0,,,,,23.5,24.4,No,4.8,Yes
13718,20.0,55.0,20.0,1028.6,1023.7,0.0,1.0,17.3,24.7,No,0.0,No
7286,20.0,46.0,25.0,1024.2,1021.4,0.0,1.0,12.5,19.3,No,0.0,No
11252,15.0,45.0,27.0,1025.5,1023.4,,,25.1,29.6,No,0.0,No
13346,15.0,61.0,23.0,1014.8,1011.1,1.0,6.0,20.8,27.8,No,0.0,No
17463,,75.0,,,,6.0,,21.2,,No,0.0,No
10560,35.0,62.0,60.0,1015.8,1010.4,1.0,1.0,21.5,23.7,No,0.0,No
8626,7.0,51.0,29.0,1026.3,1022.6,,,15.6,21.8,No,0.0,No
12138,24.0,46.0,20.0,1020.7,1016.3,1.0,1.0,22.4,30.0,No,0.0,No
16585,4.0,89.0,43.0,,,0.0,1.0,14.0,22.7,No,0.1,No
3163,0.0,91.0,75.0,1030.2,1027.3,,,13.6,17.2,No,8.6,Yes
13997,31.0,52.0,24.0,1010.5,1007.5,,,19.0,25.4,No,0.0,No
259,6.0,85.0,58.0,1029.8,1027.2,,2.0,6.0,14.4,No,0.0,No
21506,19.0,57.0,50.0,1019.0,1016.5,1.0,3.0,16.2,17.5,No,0.2,No
19843,20.0,64.0,64.0,1008.7,1005.0,,,20.5,22.6,No,22.4,Yes
11043,20.0,75.0,69.0,1015.4,1014.9,1.0,,25.3,28.4,No,0.0,No
17016,4.0,63.0,43.0,,,1.0,1.0,8.8,16.2,No,0.0,No
5569,7.0,82.0,72.0,1025.8,1021.7,,,13.5,17.5,No,9.8,Yes
6258,20.0,16.0,9.0,1006.8,1004.6,1.0,1.0,28.8,36.8,No,0.0,No
23643,13.0,71.0,36.0,,,,,25.4,34.1,No,0.2,No
22482,22.0,67.0,59.0,1017.5,1015.9,8.0,8.0,18.4,18.5,Yes,0.0,No
24501,13.0,74.0,62.0,,,,,15.1,17.8,No,0.0,No
21310,26.0,57.0,64.0,1024.5,1022.8,7.0,2.0,17.7,19.7,No,0.0,No
20380,33.0,53.0,44.0,1010.2,1010.9,,,18.1,19.2,Yes,0.0,No
18054,22.0,40.0,56.0,1010.6,1008.3,,,23.4,24.8,No,0.0,No
16317,28.0,65.0,23.0,,,6.0,2.0,12.0,22.7,No,0.0,No
19963,9.0,87.0,61.0,1019.9,1016.2,,,15.9,18.6,,2.8,Yes
22539,13.0,69.0,53.0,1022.1,1018.7,7.0,6.0,15.6,17.7,No,0.0,No
20302,19.0,61.0,63.0,1027.4,1027.0,,,14.0,17.5,No,0.0,No
14200,17.0,46.0,25.0,1017.3,1012.8,3.0,1.0,24.6,33.3,No,0.0,No
9908,20.0,64.0,42.0,1010.6,1007.6,6.0,3.0,18.5,20.6,No,0.0,No
8989,31.0,68.0,80.0,1012.0,1007.7,3.0,7.0,26.5,26.6,No,10.2,Yes
2676,7.0,100.0,96.0,1020.1,1015.6,8.0,8.0,10.0,13.8,No,6.8,Yes
24570,6.0,98.0,37.0,,,,,21.6,34.1,Yes,0.2,No
6670,22.0,46.0,26.0,1009.1,1006.5,3.0,2.0,29.2,34.7,No,0.0,No
14341,17.0,59.0,46.0,1020.6,1019.5,,,12.8,16.2,No,0.0,No
13938,20.0,45.0,13.0,1006.7,1004.5,,,23.1,31.2,No,0.0,No
4236,15.0,72.0,48.0,1030.2,1028.6,,,12.6,16.1,No,0.0,No
14360,24.0,73.0,52.0,1021.0,1017.0,,5.0,15.8,21.0,No,2.9,Yes
12958,20.0,58.0,41.0,1017.4,1013.8,,5.0,22.0,30.2,,0.2,No
16299,0.0,80.0,62.0,,,0.0,2.0,10.0,18.0,No,0.0,No
22560,15.0,66.0,56.0,1030.1,1027.0,2.0,4.0,15.6,16.6,No,0.0,No
8266,15.0,48.0,23.0,1026.6,1022.7,1.0,0.0,12.8,20.9,No,0.0,No
22349,17.0,73.0,85.0,1012.0,1009.7,7.0,7.0,22.6,21.7,No,9.8,Yes
19599,20.0,97.0,83.0,1030.7,1028.4,,,13.5,16.4,Yes,5.2,Yes
11673,30.0,63.0,80.0,1009.5,1007.9,6.0,8.0,23.6,23.6,No,2.6,Yes
7411,15.0,36.0,22.0,1016.6,1013.4,4.0,6.0,16.8,21.8,No,0.0,No
6009,20.0,54.0,35.0,1016.2,1013.2,6.0,5.0,23.9,31.2,No,9.2,Yes
4967,19.0,26.0,21.0,1017.7,1017.7,,,16.2,20.0,No,0.0,No
22279,24.0,63.0,53.0,1026.7,1025.0,7.0,1.0,18.5,19.6,No,0.0,No
9914,13.0,73.0,62.0,1013.1,1014.0,0.0,1.0,21.2,23.5,No,9.8,Yes
15505,,73.0,,,,0.0,,23.8,,No,0.2,No
17471,,51.0,,,,0.0,,20.0,,No,0.0,No
13883,22.0,46.0,45.0,1014.1,1013.5,7.0,7.0,27.7,29.7,No,0.0,No
10106,13.0,49.0,47.0,1017.2,1016.4,,,18.7,22.3,,0.0,No
11903,11.0,79.0,47.0,1010.1,1007.4,5.0,7.0,27.0,34.2,No,0.0,No
20815,24.0,73.0,64.0,1008.6,1004.6,7.0,2.0,17.4,17.9,Yes,1.4,Yes
5738,15.0,65.0,58.0,1017.8,1017.5,,,22.9,24.7,No,0.0,No
2845,13.0,60.0,26.0,1016.1,1012.9,,,24.4,34.2,No,0.0,No
13550,22.0,48.0,17.0,1018.4,1013.6,0.0,1.0,21.8,30.5,No,0.0,No
3396,,79.0,,1016.9,,,,23.9,,No,0.6,No
6716,13.0,63.0,35.0,1011.0,1007.8,2.0,7.0,27.1,33.6,No,0.0,No
6834,19.0,97.0,95.0,1026.4,1022.9,8.0,8.0,8.7,10.6,Yes,2.6,Yes
18984,17.0,65.0,27.0,1006.1,1006.4,,,21.8,23.7,No,0.0,No
22760,31.0,66.0,62.0,1019.9,1018.2,3.0,3.0,22.7,24.3,No,0.8,No
889,15.0,92.0,68.0,1010.6,1010.1,8.0,,7.5,11.5,No,0.2,No
10268,26.0,41.0,26.0,1019.0,1014.5,0.0,1.0,26.5,28.9,No,0.0,No
13271,17.0,57.0,32.0,1014.4,1010.8,,,24.4,33.5,No,0.0,No
24000,22.0,99.0,89.0,,,,,21.0,23.2,Yes,44.8,Yes
21000,20.0,61.0,70.0,1012.5,1011.1,6.0,6.0,23.0,23.5,No,0.0,No
13169,6.0,53.0,29.0,1023.6,1018.7,3.0,1.0,10.9,18.0,No,0.0,No
