CreditScore,Age,Balance,Geography,Gender,Exited
407,37,0.0,Spain,Male,1
748,60,152335.7,France,Male,1
562,51,124662.54,France,Female,1
734,47,91522.04,Germany,Female,0
710,45,0.0,France,Male,0
539,39,62052.28,Spain,Female,0
542,32,107871.72,France,Male,0
717,36,99472.76,France,Female,1
682,50,128039.01,Spain,Female,0
515,33,0.0,France,Male,0
526,33,114634.63,Spain,Female,1
702,26,56738.47,France,Male,1
651,34,90355.12,Germany,Male,0
792,36,115725.24,Germany,Male,0
817,58,114327.59,Germany,Male,0
674,36,100762.64,Germany,Female,0
641,40,0.0,France,Female,1
513,39,89039.9,Spain,Male,0
561,34,78829.53,France,Male,0
627,30,112372.96,Germany,Male,0
682,81,122029.15,Germany,Male,0
683,29,157829.12,France,Female,0
420,31,108377.75,Germany,Female,0
670,54,95507.12,France,Female,0
505,43,127146.68,Germany,Male,0
580,24,133811.78,Germany,Male,1
577,36,121092.47,France,Male,0
773,34,126979.75,Germany,Male,0
616,37,144235.73,France,Male,1
763,38,152582.2,France,Female,0
640,43,172478.15,Spain,Male,1
592,36,126477.42,France,Male,0
528,43,97473.87,Spain,Male,0
630,53,138053.67,France,Male,0
529,31,164003.05,France,Female,0
546,47,0.0,France,Female,1
753,62,0.0,France,Female,0
772,39,122486.11,Spain,Female,0
567,36,0.0,France,Male,0
628,45,53667.44,Germany,Female,0
658,20,0.0,France,Male,0
679,58,109327.65,Spain,Male,0
629,34,121151.05,Spain,Male,0
731,42,101043.63,Spain,Male,0
775,33,83501.66,Germany,Male,0
660,33,80462.24,Spain,Male,0
752,39,0.0,France,Male,0
655,37,109093.41,France,Male,0
543,46,140355.6,Spain,Female,0
811,42,0.0,France,Male,0
689,45,130170.82,Germany,Male,0
531,42,0.0,France,Female,0
515,40,109542.29,France,Male,0
466,41,33563.95,France,Female,1
782,36,148795.17,France,Male,0
611,64,0.0,France,Male,0
621,40,174126.75,Germany,Male,1
604,41,0.0,Spain,Male,0
655,35,106405.03,Spain,Female,0
689,38,0.0,Spain,Male,0
681,30,128393.29,Spain,Male,0
643,41,127841.52,Germany,Male,0
617,24,137295.19,France,Female,0
638,55,155828.22,Spain,Female,1
743,39,0.0,France,Male,0
828,25,144351.86,Germany,Female,0
776,35,106365.29,Spain,Male,0
540,35,127801.88,Germany,Male,0
616,45,122793.96,Germany,Female,0
628,38,113525.84,Germany,Male,1
667,23,136100.69,Spain,Female,1
615,30,0.0,France,Male,0
543,30,140916.81,France,Male,0
553,31,0.0,France,Female,0
554,26,121365.39,Germany,Male,0
684,36,0.0,Spain,Female,0
452,35,0.0,France,Female,0
606,47,93578.68,France,Male,1
629,40,0.0,France,Male,0
659,33,115409.6,Spain,Female,0
493,33,90791.69,France,Female,0
794,62,123681.32,France,Female,1
554,44,92436.86,France,Female,0
796,52,167194.36,Germany,Female,1
807,36,0.0,France,Female,0
500,44,160838.13,Germany,Male,0
722,43,0.0,Spain,Male,1
559,40,144470.77,Spain,Female,0
584,38,0.0,Spain,Female,0
834,68,130169.27,Germany,Female,0
754,35,0.0,Spain,Male,0
590,43,81076.8,France,Male,1
740,36,0.0,France,Male,0
502,57,101465.31,Germany,Female,1
733,48,0.0,France,Male,0
755,37,113865.23,Germany,Female,0
554,46,87603.35,Spain,Female,1
534,36,120037.96,France,Male,0
656,33,0.0,Spain,Male,0
575,49,121205.15,Germany,Male,1
480,47,75408.33,Spain,Male,1
575,40,0.0,France,Male,0
672,40,0.0,France,Female,1
758,35,0.0,Spain,Female,0
682,50,121818.84,France,Male,0
501,29,0.0,France,Female,0
746,34,141806.0,Germany,Male,0
556,51,61354.14,France,Female,1
823,53,124954.94,Germany,Female,1
491,68,95039.12,Germany,Female,1
638,29,103417.74,France,Female,0
734,45,0.0,France,Male,0
555,40,43028.77,France,Male,0
745,44,119638.21,Germany,Female,1
728,37,122689.51,France,Male,1
626,44,0.0,France,Male,0
681,37,73179.34,Germany,Male,0
478,38,171913.87,France,Female,1
709,38,0.0,France,Male,0
562,33,92659.2,Germany,Male,0
769,34,137239.17,Germany,Female,1
684,46,102955.14,Germany,Female,0
536,61,65190.29,France,Female,1
631,29,96863.52,Germany,Female,0
657,34,154983.98,Spain,Male,0
699,59,106819.65,Germany,Male,0
606,38,128578.52,Spain,Male,0
612,63,126473.33,France,Female,0
660,38,110570.78,France,Female,0
829,50,0.0,Spain,Male,0
567,29,0.0,Spain,Male,0
850,33,0.0,France,Female,0
712,44,0.0,Spain,Female,0
562,30,111099.79,France,Male,0
755,29,0.0,France,Female,0
793,25,100913.57,Spain,Male,0
471,26,0.0,Spain,Male,0
707,42,16893.59,France,Male,0
784,38,122267.85,Spain,Male,0
703,32,125685.79,France,Male,0
704,36,127397.34,Spain,Male,0
662,38,105271.56,France,Male,0
636,28,115265.14,Germany,Female,0
640,36,0.0,Spain,Male,0
739,31,0.0,Spain,Male,0
767,23,139542.82,Germany,Male,0
753,46,111512.75,Germany,Female,1
714,37,148466.93,France,Male,0
707,29,0.0,France,Male,0
577,35,108155.49,France,Female,0
633,42,0.0,France,Female,0
849,41,84622.13,Germany,Male,0
614,41,146997.64,Spain,Female,0
558,47,0.0,France,Female,0
832,27,98590.25,France,Female,0
567,26,0.0,France,Female,0
587,45,134980.74,Germany,Female,1
712,79,108078.56,Spain,Female,0
655,29,0.0,Spain,Female,0
641,42,0.0,France,Female,0
676,35,106836.67,France,Male,0
472,29,102490.27,France,Male,0
644,34,112746.54,Germany,Male,0
598,38,125487.89,France,Male,0
792,25,142862.21,Spain,Male,0
700,37,0.0,France,Female,0
616,34,0.0,France,Male,0
743,35,79388.33,Spain,Male,0
427,37,0.0,France,Male,0
731,29,0.0,France,Male,0
610,31,107784.65,France,Female,0
724,41,142880.28,Spain,Female,1
653,38,149571.94,Spain,Female,0
774,49,142767.39,France,Male,0
547,49,121537.71,Germany,Male,1
719,50,0.0,Spain,Male,0
740,43,0.0,Spain,Male,1
543,42,89838.71,France,Male,1
688,45,103399.87,Germany,Male,0
474,30,0.0,France,Female,0
505,43,136855.94,Germany,Male,0
688,39,0.0,France,Female,1
650,55,140891.46,Germany,Female,1
610,37,0.0,France,Male,0
705,46,89364.91,Spain,Female,0
669,29,146011.4,France,Female,0
650,20,0.0,Spain,Male,0
550,29,145294.08,Germany,Male,0
595,45,106000.12,Germany,Female,1
572,26,0.0,Spain,Female,0
622,58,0.0,Spain,Female,0
662,20,104508.77,Spain,Male,0
783,58,127539.3,Germany,Female,1
714,44,0.0,Spain,Male,0
671,51,96891.46,Germany,Male,1
600,32,78535.25,France,Female,0
847,37,112712.17,Spain,Female,0
650,55,119618.42,Spain,Male,0
710,28,0.0,Spain,Female,0
682,33,74963.5,France,Female,0
642,26,138023.79,France,Male,0
536,28,0.0,Spain,Female,0
754,47,185513.67,France,Female,0
678,60,185648.56,France,Male,1
533,49,102286.6,Germany,Female,1
741,38,128015.83,Germany,Male,0
757,31,39539.39,France,Male,0
721,40,0.0,France,Male,0
700,37,77608.46,France,Male,0
663,26,141462.13,France,Male,0
677,35,0.0,Spain,Female,0
655,27,131691.33,France,Male,0
832,29,93833.86,Spain,Male,0
721,46,137933.39,Spain,Female,0
542,54,105770.14,Spain,Male,1
654,54,0.0,Spain,Female,0
821,38,0.0,Spain,Female,1
508,38,166328.65,France,Female,0
588,42,164307.77,Germany,Female,0
691,38,163965.69,Germany,Male,0
664,40,125608.72,France,Male,0
439,66,0.0,France,Female,0
479,37,118433.94,Spain,Male,0
850,55,98488.08,France,Female,1
518,40,0.0,France,Male,0
717,64,98362.35,Germany,Female,0
698,51,144237.91,France,Female,1
850,34,0.0,France,Male,0
700,47,0.0,Spain,Male,1
626,29,105767.28,France,Female,0
774,32,0.0,Spain,Male,0
719,48,0.0,Spain,Female,0
646,31,0.0,Spain,Male,1
485,25,134467.26,France,Female,0
784,38,138515.02,Germany,Male,0
850,32,128647.98,Germany,Male,0
669,38,121858.98,France,Female,0
731,70,0.0,Spain,Male,0
721,49,120108.56,France,Female,0
515,37,196853.62,France,Female,0
774,35,121418.62,France,Female,0
585,36,0.0,Spain,Male,0
695,29,0.0,France,Female,0
729,42,97495.8,Germany,Female,0
713,42,0.0,France,Female,0
555,33,127343.4,Spain,Male,0
699,50,158633.61,Spain,Female,0
587,55,0.0,France,Male,0
762,69,183744.98,Spain,Female,0
510,44,0.0,France,Male,0
842,46,0.0,Spain,Male,0
608,31,79962.92,France,Male,0
850,36,0.0,France,Female,0
642,36,0.0,France,Male,0
850,33,140956.99,France,Male,0
455,43,0.0,Spain,Female,0
726,29,0.0,France,Male,1
544,30,145241.63,Spain,Male,0
651,31,138008.06,Germany,Male,0
814,31,0.0,France,Female,0
537,39,0.0,France,Male,0
553,37,0.0,France,Male,0
800,38,0.0,Spain,Male,0
791,34,0.0,France,Male,0
699,29,127570.93,Spain,Female,0
756,28,0.0,France,Female,0
591,27,107812.67,Spain,Female,1
850,22,91560.58,Germany,Male,0
760,34,121303.77,Germany,Male,0
569,43,161546.68,Spain,Male,0
661,35,128415.45,Spain,Female,0
670,31,57530.06,France,Female,1
694,38,0.0,France,Male,0
728,28,142243.54,France,Female,0
764,39,138341.51,Germany,Female,1
639,32,0.0,France,Male,0
683,30,0.0,France,Female,1
663,30,0.0,Spain,Male,0
826,41,146466.46,Spain,Male,0
735,36,0.0,Spain,Male,0
682,58,0.0,France,Female,0
663,39,0.0,France,Female,0
562,29,120307.58,Spain,Female,0
696,27,87637.26,France,Male,0
850,38,94652.04,Spain,Male,0
719,22,114415.84,France,Female,0
804,71,0.0,France,Female,0
604,40,84315.02,France,Male,0
782,27,0.0,Spain,Female,0
512,42,93955.83,Germany,Male,0
569,36,67087.69,France,Male,0
597,22,101528.61,Germany,Female,1
753,30,110824.52,Germany,Male,0
430,33,0.0,France,Female,0
756,28,179960.2,France,Male,0
493,38,134006.77,France,Male,0
777,37,121532.17,Germany,Female,0
779,38,0.0,Spain,Female,0
702,38,0.0,Spain,Female,0
551,35,129717.3,France,Male,0
749,22,94762.16,Germany,Male,0
742,55,155196.17,Germany,Male,1
752,29,129514.99,Germany,Male,0
740,57,113386.36,Germany,Female,1
576,24,0.0,France,Male,1
637,43,172196.23,Spain,Male,0
724,28,97612.12,France,Male,0
685,20,104719.94,France,Male,0
625,38,0.0,France,Female,0
571,37,139592.98,Germany,Male,1
584,29,0.0,Spain,Female,0
550,22,139096.85,France,Female,0
662,72,140301.72,Spain,Female,0
803,43,0.0,Spain,Male,0
615,66,0.0,France,Male,0
481,39,111233.09,Spain,Male,0
701,23,0.0,France,Male,0
751,29,147737.63,France,Male,0
675,35,0.0,France,Male,0
733,40,125725.02,Germany,Male,0
822,38,128289.7,France,Male,1
559,46,0.0,France,Female,1
731,49,88826.07,Germany,Female,1
678,41,143443.61,France,Female,1
645,68,0.0,France,Female,1
701,29,0.0,France,Male,0
554,26,149134.46,Spain,Male,0
723,30,124119.54,France,Male,0
766,44,116822.7,Germany,Male,0
597,24,103219.47,France,Female,0
574,41,0.0,France,Male,0
655,40,81954.6,Germany,Female,1
780,37,95196.26,Germany,Female,1
672,43,0.0,Spain,Male,0
717,38,0.0,France,Male,0
521,32,136555.01,France,Female,0
633,59,0.0,France,Male,0
669,39,119452.03,France,Male,0
740,44,0.0,France,Male,1
462,24,69881.09,Germany,Female,0
619,39,0.0,France,Male,0
665,44,0.0,France,Female,0
655,27,0.0,Spain,Female,0
463,20,204223.03,Spain,Male,0
799,63,110314.21,France,Female,1
713,48,163760.82,Spain,Female,1
807,31,141069.18,Germany,Female,0
728,38,115934.74,France,Male,0
582,52,151457.88,France,Male,0
704,35,154206.07,Germany,Female,0
714,26,89928.99,France,Female,0
628,30,89182.09,France,Male,0
809,41,79706.25,Germany,Male,0
547,44,0.0,Spain,Female,1
560,27,0.0,France,Female,0
811,31,117799.28,France,Male,0
584,26,0.0,France,Male,0
691,28,0.0,France,Male,0
680,34,146422.22,Germany,Male,1
588,33,150186.22,Germany,Male,0
721,40,100275.88,Germany,Male,1
850,47,0.0,France,Male,1
529,32,147493.89,France,Male,0
622,43,0.0,France,Male,0
683,42,0.0,France,Female,0
575,29,121823.4,France,Male,0
577,40,0.0,Spain,Female,0
510,31,113688.63,Germany,Male,1
652,40,100471.34,Spain,Female,0
569,28,100032.52,Germany,Female,1
687,31,0.0,Spain,Male,0
822,32,116358.0,France,Male,0
656,23,163549.63,Germany,Female,0
745,51,99183.9,Germany,Male,0
386,53,131955.07,Spain,Female,1
684,41,134177.06,Spain,Female,0
635,38,0.0,Spain,Female,0
582,30,0.0,France,Male,0
613,19,0.0,Spain,Male,0
795,56,94348.94,Germany,Female,1
659,32,155584.21,France,Female,0
745,28,0.0,France,Female,0
604,41,0.0,Spain,Female,0
509,32,170661.47,Germany,Male,0
706,29,185544.36,Germany,Female,0
619,44,52831.13,Spain,Female,1
572,51,97750.07,Germany,Male,1
695,36,114007.5,France,Male,0
543,71,104308.77,France,Female,0
640,33,84719.13,France,Female,0
672,39,0.0,France,Male,0
701,39,140236.98,France,Male,0
634,25,0.0,Spain,Male,0
531,42,75302.85,Spain,Female,0
699,27,0.0,France,Male,0
605,51,104760.82,France,Female,1
534,49,0.0,France,Female,1
449,31,113693.0,Spain,Female,0
684,36,174180.39,Spain,Female,0
622,42,115766.26,Germany,Male,1
714,40,0.0,France,Female,0
712,48,0.0,Spain,Female,0
783,72,121215.9,France,Female,0
743,45,144677.19,Germany,Male,1
683,36,115350.63,France,Male,0
654,40,105683.63,Spain,Male,0
700,37,135179.49,France,Male,0
744,31,117551.23,Spain,Male,0
645,25,157404.02,Germany,Male,0
525,36,77910.23,Spain,Male,0
732,25,110942.9,France,Male,0
721,40,0.0,France,Female,0
622,32,179305.09,France,Male,0
654,31,150593.59,Germany,Male,0
529,43,123815.86,France,Female,1
720,59,0.0,Spain,Female,1
850,25,69385.17,Germany,Female,0
667,27,138032.15,Germany,Male,0
620,41,0.0,France,Male,0
616,29,0.0,France,Male,0
637,46,143500.82,Germany,Female,1
710,29,119670.18,Spain,Female,0
717,33,99106.73,Spain,Male,0
786,24,120135.55,Germany,Male,0
651,39,0.0,France,Female,0
530,55,120905.03,France,Female,1
815,57,0.0,Spain,Female,1
715,34,102277.52,Germany,Female,1
496,55,125292.53,Germany,Female,1
680,42,0.0,Spain,Male,0
646,51,101629.3,France,Female,0
807,47,171937.27,Germany,Male,0
727,47,0.0,France,Male,0
787,25,0.0,France,Male,0
806,34,0.0,France,Male,0
603,31,129743.75,France,Male,0
649,32,0.0,Spain,Male,1
547,41,151191.31,Germany,Male,1
684,32,102630.13,Germany,Male,0
477,57,114023.64,France,Female,1
558,41,124227.14,Germany,Male,0
695,23,0.0,France,Female,0
592,35,80285.16,Spain,Male,1
789,31,175477.15,France,Male,0
597,29,132144.35,France,Female,0
839,47,136911.07,Germany,Male,1
405,31,133299.67,Germany,Male,0
658,39,0.0,France,Male,0
684,42,117691.0,Germany,Male,1
633,35,0.0,France,Male,0
589,46,0.0,France,Male,0
750,37,133199.71,Germany,Female,0
771,51,135506.58,Spain,Male,1
812,33,127154.14,Germany,Male,0
539,39,0.0,Spain,Male,0
670,42,49508.79,Germany,Female,0
673,41,0.0,France,Male,0
538,62,75051.49,France,Female,1
575,52,123925.23,Spain,Male,1
682,41,0.0,France,Male,1
712,33,153819.58,France,Male,1
598,39,0.0,Spain,Female,0
776,30,0.0,Spain,Male,0
606,23,70417.79,Spain,Female,0
686,38,111484.88,Spain,Male,0
850,38,146343.98,Spain,Male,0
642,72,160541.0,France,Male,0
606,27,130274.26,Germany,Male,0
627,21,98993.02,France,Female,0
850,36,0.0,Spain,Male,0
850,32,141827.33,Germany,Male,0
724,40,110054.45,France,Female,0
579,28,0.0,France,Male,0
727,28,0.0,Spain,Male,0
813,36,98088.09,Germany,Female,1
642,48,118317.27,France,Male,1
669,22,0.0,Spain,Male,0
574,54,99774.5,Germany,Male,1
774,32,0.0,France,Female,0
735,38,0.0,France,Female,1
639,27,133806.54,Spain,Female,0
738,44,0.0,Spain,Male,1
835,32,124993.29,France,Male,0
637,44,157622.58,Spain,Female,0
589,48,126111.61,Germany,Male,0
591,42,161651.37,France,Male,0
723,40,142856.95,France,Female,0
831,44,111100.98,Germany,Male,1
733,35,102918.38,Spain,Male,0
731,30,0.0,France,Female,0
654,47,0.0,France,Male,0
828,37,0.0,France,Male,0
590,22,125265.61,Spain,Male,0
657,37,82500.28,France,Male,0
531,64,175754.87,Germany,Female,0
516,47,109387.33,France,Female,0
561,37,100443.36,France,Male,0
682,54,83102.72,Spain,Female,0
575,28,0.0,Spain,Male,0
623,28,0.0,France,Female,0
642,40,0.0,France,Female,0
779,48,115290.27,France,Female,1
671,42,0.0,France,Female,0
495,40,140197.71,France,Female,0
850,28,105245.34,France,Female,0
630,50,0.0,France,Male,0
588,32,0.0,France,Male,0
562,35,142296.13,Germany,Male,0
740,56,99097.33,Spain,Female,1
695,28,171069.39,France,Male,0
589,39,0.0,France,Female,0
607,31,102523.88,France,Female,0
794,35,0.0,France,Male,0
580,44,143391.07,Germany,Male,1
644,44,106022.73,Germany,Female,0
636,36,0.0,Spain,Female,0
599,36,128960.21,Germany,Male,0
507,35,0.0,France,Female,0
682,48,0.0,France,Female,0
714,24,0.0,France,Female,0
696,25,126442.59,France,Female,0
599,51,0.0,Spain,Male,0
577,37,127261.35,France,Male,0
733,32,0.0,Spain,Female,0
647,33,0.0,France,Female,0
831,34,0.0,France,Female,0
543,30,73481.05,Germany,Male,0
679,34,160515.37,France,Male,0
713,61,149525.34,Germany,Female,0
690,43,166522.78,Germany,Male,1
751,29,135536.5,France,Male,0
613,43,120481.69,Germany,Female,1
701,28,103421.32,Spain,Male,0
698,33,135658.73,France,Male,0
451,36,0.0,France,Female,0
665,28,191402.82,France,Male,0
726,50,94504.35,Germany,Male,0
608,44,126147.84,Germany,Female,1
549,46,0.0,France,Female,0
803,33,0.0,France,Male,0
663,43,87624.03,France,Male,0
558,45,153697.53,France,Female,1
714,25,0.0,France,Female,0
704,39,0.0,France,Male,0
805,45,116585.97,Germany,Female,1
659,34,134464.58,Germany,Male,0
738,62,83008.31,Germany,Male,0
635,35,113635.16,Spain,Male,0
530,36,0.0,Spain,Female,0
661,41,122552.48,Germany,Male,0
531,31,118899.45,Spain,Male,0
694,29,99713.87,France,Female,0
731,36,0.0,France,Female,0
556,36,134208.22,France,Female,0
647,41,85906.65,Germany,Female,0
850,32,137714.25,Germany,Male,0
573,33,160777.9,Spain,Male,0
591,45,0.0,France,Male,0
723,21,0.0,France,Male,0
617,25,102585.88,France,Male,0
704,39,102556.18,Germany,Female,1
457,42,126772.57,Germany,Male,0
787,38,158373.23,Germany,Female,0
651,34,0.0,France,Female,0
612,42,141927.1,Germany,Male,0
828,47,109876.82,Spain,Male,1
724,34,0.0,France,Female,0
648,44,111369.79,Germany,Male,0
569,35,116969.35,Spain,Male,0
765,34,136729.51,Germany,Female,0
577,44,152086.15,Germany,Female,1
603,46,0.0,Spain,Male,0
568,28,127289.28,Spain,Male,0
748,45,119852.01,Germany,Male,1
573,38,0.0,Spain,Male,0
771,41,0.0,Spain,Female,0
763,35,0.0,France,Male,0
410,35,117183.74,France,Female,0
728,33,129907.63,France,Male,0
655,78,0.0,Spain,Female,0
580,36,145387.32,Germany,Female,1
712,35,124616.23,France,Male,0
680,31,0.0,France,Male,0
383,48,95808.19,Spain,Female,1
721,35,0.0,France,Male,0
620,42,0.0,France,Female,0
774,36,117152.3,Spain,Female,0
563,35,106250.72,France,Male,0
850,27,111837.78,Germany,Female,0
681,47,97023.21,France,Male,0
631,31,137687.72,France,Female,0
614,40,113348.5,Spain,Female,0
704,24,122109.78,Spain,Male,0
786,32,120452.4,France,Male,0
534,53,0.0,France,Female,0
590,34,65812.35,Spain,Male,0
583,40,54428.37,Spain,Female,1
656,75,0.0,France,Female,0
597,33,0.0,France,Male,0
588,48,143279.58,Germany,Female,1
667,32,103846.65,Germany,Male,0
627,37,125190.86,France,Male,0
708,33,0.0,France,Female,0
641,65,38340.02,France,Male,1
527,28,123802.98,Germany,Female,0
592,37,96651.03,France,Male,0
465,33,0.0,France,Male,0
628,39,0.0,France,Male,0
678,43,133237.21,France,Male,1
570,61,142105.35,France,Female,0
815,37,166115.42,France,Male,0
817,37,81070.34,France,Female,0
717,35,0.0,France,Male,0
641,53,123835.52,France,Female,0
624,51,123401.43,France,Male,0
579,49,169377.31,Germany,Male,0
698,38,130015.24,France,Male,0
645,32,0.0,France,Male,0
691,34,133936.04,France,Male,0
638,34,114543.27,France,Male,0
705,31,119794.67,France,Female,0
720,33,0.0,France,Male,0
553,44,0.0,Spain,Male,0
658,29,0.0,France,Female,0
648,32,157138.99,Germany,Female,1
636,45,0.0,Spain,Male,0
527,41,136733.24,Germany,Female,0
717,28,82498.14,Germany,Female,0
614,39,151914.93,Spain,Male,0
737,43,80090.93,France,Male,1
587,51,83739.32,Spain,Male,0
682,35,181166.44,France,Female,1
710,38,130588.82,France,Male,0
507,42,0.0,France,Male,0
609,33,94126.67,Germany,Male,0
786,32,0.0,France,Male,0
688,38,148045.68,France,Male,1
710,38,0.0,France,Male,0
779,33,0.0,Spain,Male,0
733,44,168165.84,France,Female,0
583,26,72835.56,Germany,Female,0
627,41,0.0,France,Male,0
666,31,123212.08,Germany,Male,0
620,38,0.0,Spain,Male,0
614,39,0.0,Spain,Female,0
606,40,119501.88,France,Male,0
700,39,144550.83,Germany,Female,0
677,34,126729.41,Germany,Male,1
850,36,119984.07,Germany,Male,1
564,35,0.0,France,Male,0
771,56,0.0,Spain,Female,1
620,42,121490.05,Spain,Male,0
610,46,91897.8,Spain,Male,0
609,39,139443.75,Spain,Male,0
683,35,144961.97,Germany,Male,0
633,42,126041.02,Germany,Male,0
676,28,69459.05,Germany,Male,0
693,38,198338.77,France,Male,0
709,36,0.0,France,Male,0
569,35,109196.66,Germany,Male,1
684,38,134168.5,Spain,Female,1
565,34,0.0,France,Male,0
681,29,0.0,France,Male,0
503,36,0.0,Spain,Female,0
656,40,0.0,France,Male,0
566,65,120100.41,Germany,Male,1
592,62,0.0,France,Female,0
687,50,0.0,Spain,Female,0
686,22,0.0,Spain,Male,0
616,30,0.0,Spain,Male,0
494,67,0.0,Spain,Male,0
534,38,0.0,France,Male,0
695,31,0.0,Spain,Female,0
579,31,0.0,Spain,Female,0
432,38,135559.8,Germany,Male,0
816,25,150355.35,Germany,Female,0
730,37,0.0,France,Female,0
593,35,133489.12,France,Female,0
715,37,105489.31,Germany,Female,1
775,25,60205.2,Germany,Male,0
539,38,0.0,France,Male,0
576,19,0.0,Spain,Male,0
617,50,0.0,Spain,Male,1
688,40,0.0,France,Male,0
608,33,0.0,France,Male,0
597,35,0.0,Spain,Male,1
670,42,112333.63,France,Female,0
616,57,116936.81,Germany,Female,0
579,50,117721.02,Germany,Female,1
786,37,165896.22,France,Male,0
704,44,153656.85,Spain,Female,0
796,50,94164.0,France,Female,0
598,39,0.0,Spain,Male,0
602,49,191808.73,France,Male,0
619,58,152199.33,France,Male,0
492,52,125396.24,Germany,Female,1
641,41,104405.54,Germany,Male,0
518,27,133801.49,France,Female,0
623,40,0.0,Spain,Female,0
733,28,0.0,France,Female,0
625,42,100047.33,Germany,Male,0
759,31,109848.6,France,Female,0
604,32,127849.38,France,Female,0
512,46,0.0,Spain,Female,0
520,29,95947.76,France,Female,0
805,26,0.0,Spain,Male,0
626,43,137638.69,France,Male,1
656,38,0.0,France,Male,0
785,41,0.0,Spain,Male,0
553,31,0.0,France,Male,0
569,44,0.0,France,Female,0
670,38,89416.99,France,Male,0
586,42,0.0,Spain,Male,0
617,45,0.0,Spain,Female,0
508,60,143262.04,France,Female,0
624,35,119656.45,Spain,Female,0
654,29,132954.64,France,Male,0
681,44,105206.7,Germany,Female,0
578,28,0.0,Spain,Male,0
621,37,83061.26,Spain,Female,0
632,40,147650.68,France,Male,0
644,44,73348.56,France,Male,1
821,28,0.0,France,Male,0
754,38,0.0,France,Female,0
568,27,116320.68,Spain,Female,0
584,33,0.0,France,Male,0
549,29,0.0,France,Female,0
729,38,0.0,France,Female,0
523,61,66250.71,France,Male,0
477,24,95675.62,Germany,Female,1
675,42,92616.64,Germany,Male,0
782,41,0.0,Spain,Female,0
616,36,0.0,Spain,Female,1
738,37,100565.94,Spain,Female,0
717,42,190305.78,Spain,Female,1
526,35,118536.4,Germany,Female,1
660,19,127649.64,France,Male,0
525,35,165358.77,France,Male,0
629,29,0.0,Spain,Male,0
616,36,78249.53,Germany,Female,0
521,61,125193.96,Germany,Female,0
691,29,0.0,France,Female,0
687,41,154007.21,Germany,Female,0
677,43,133214.88,Spain,Female,0
695,63,146202.93,Spain,Male,1
663,27,0.0,France,Female,0
496,30,90963.49,France,Male,0
747,41,0.0,Spain,Male,1
546,52,0.0,France,Female,1
706,68,114386.85,Spain,Male,0
472,26,0.0,France,Female,0
703,40,0.0,France,Female,0
850,38,0.0,France,Female,0
667,71,137260.78,Spain,Male,1
559,33,111060.05,France,Male,0
636,60,124447.73,Spain,Male,1
672,34,0.0,France,Female,0
667,42,0.0,France,Male,1
648,33,135310.41,Germany,Male,0
497,32,0.0,France,Male,0
743,73,0.0,France,Female,0
619,29,0.0,France,Male,0
639,34,139393.19,Spain,Male,0
540,28,0.0,Spain,Male,0
766,26,104258.8,France,Female,0
749,26,0.0,France,Female,0
655,32,113447.01,Germany,Male,0
630,33,0.0,France,Male,0
778,33,111063.73,Germany,Female,0
757,30,161378.02,Germany,Female,1
529,39,82766.43,Spain,Female,0
620,29,0.0,Spain,Male,0
615,61,104267.7,France,Female,1
735,25,91718.8,France,Female,0
705,47,63488.7,Spain,Female,1
644,46,12459.19,Spain,Female,1
505,37,159863.9,Germany,Female,0
471,23,104592.55,Germany,Male,0
722,50,132088.59,Spain,Female,0
577,39,0.0,Spain,Female,0
744,44,120654.68,Spain,Male,0
573,30,0.0,France,Female,0
653,32,83772.95,France,Female,0
660,31,172325.67,France,Female,0
787,46,117685.31,France,Male,0
617,41,0.0,France,Male,0
567,39,0.0,France,Male,0
682,64,0.0,Spain,Female,0
684,35,135871.5,France,Male,0
447,41,0.0,France,Male,1
625,49,128504.76,Germany,Female,1
585,36,0.0,France,Male,0
516,42,56228.25,France,Female,0
732,45,98792.4,Germany,Female,1
628,40,181768.32,Germany,Male,0
682,48,101198.01,Spain,Female,0
746,25,0.0,France,Male,0
655,60,0.0,France,Female,0
644,39,0.0,France,Female,0
778,34,139064.06,France,Male,0
617,35,104508.1,France,Female,0
660,35,113948.58,Germany,Male,1
537,47,0.0,France,Male,0
554,39,0.0,France,Female,0
806,31,0.0,France,Male,0
611,37,117524.72,Germany,Male,0
665,37,160389.82,France,Female,0
648,37,0.0,France,Female,0
692,27,125547.53,France,Male,0
507,46,92783.68,Spain,Male,0
696,49,97036.22,Germany,Male,1
681,34,0.0,France,Male,0
687,26,0.0,France,Female,0
641,40,102145.13,Spain,Male,0
507,33,113452.66,France,Female,0
688,46,155681.72,Spain,Female,0
535,38,127475.24,Germany,Male,1
701,41,0.0,France,Male,0
488,43,112751.13,France,Male,0
539,29,0.0,France,Female,0
674,45,144889.18,France,Male,1
538,40,0.0,Spain,Male,0
829,22,150126.44,France,Female,1
768,54,69712.74,France,Male,0
585,44,0.0,Spain,Female,0
581,31,0.0,France,Male,0
682,35,117438.92,Germany,Female,0
653,38,119315.75,France,Male,0
712,30,89571.59,France,Female,0
620,34,102251.57,Germany,Female,0
709,42,118546.71,France,Male,0
832,61,0.0,France,Male,1
635,38,103257.14,Spain,Male,0
749,43,124209.02,Spain,Female,0
629,32,0.0,Spain,Male,0
836,41,150302.84,Spain,Female,0
542,34,108653.93,Spain,Male,0
645,45,85325.93,France,Female,0
844,29,0.0,France,Female,0
