Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
4,2,1,0,98349.13
5,1,0,1,59748.19
2,1,1,1,159840.51
7,2,1,1,6656.64
4,1,1,0,37141.62
10,1,0,1,37094.75
7,1,1,0,159475.08
9,1,0,1,51548.14
8,1,0,0,58719.63
10,3,0,0,7861.68
6,1,1,0,19199.61
5,2,1,0,178504.29
3,2,1,1,189016.14
7,1,1,1,156048.64
3,1,0,1,52876.41
5,2,0,1,19653.08
6,1,1,0,139451.98
2,1,1,0,128136.29
6,2,1,1,45206.57
8,1,1,1,190146.83
7,2,0,1,158313.87
9,1,1,1,96670.2
1,2,0,1,62163.53
2,1,1,0,88428.41
8,2,1,1,35908.46
4,1,0,1,168780.04
9,2,1,1,191263.76
2,1,1,1,83052.03
0,2,1,1,125962.02
4,1,1,0,164696.27
9,2,0,0,187011.96
2,2,1,1,55324.49
4,2,0,1,34335.55
1,1,1,0,17004.14
3,1,0,0,116331.42
7,2,0,1,22974.01
5,1,1,1,49725.16
9,1,0,1,87412.74
9,2,1,1,26136.89
1,2,1,0,126554.96
1,1,1,1,193321.3
9,2,1,0,90928.02
8,1,1,1,76510.46
8,1,1,1,120115.5
2,1,1,1,197984.58
5,1,1,0,142977.05
6,1,1,0,82522.61
8,1,1,0,150664.97
9,1,1,1,114153.44
2,2,1,1,171706.66
9,2,0,0,119071.56
2,4,1,1,143007.49
2,1,1,1,31302.35
8,2,1,0,71139.8
6,1,1,0,54122.89
8,1,1,1,120031.29
4,2,1,0,104076.51
9,1,1,1,175853.64
9,1,1,1,175795.87
3,2,1,0,15360.91
2,1,0,0,168460.12
1,1,1,1,181177.9
1,1,0,0,58363.94
2,1,1,0,20276.87
9,2,0,0,91514.62
1,3,0,1,76703.1
0,1,1,0,110887.14
8,2,0,0,109843.16
4,2,1,1,12577.21
4,2,0,1,179365.1
9,2,1,1,65816.53
5,1,1,0,124170.9
2,1,1,0,175015.12
9,1,1,1,115441.66
6,2,0,1,128247.03
5,1,1,0,141914.94
6,1,1,0,115566.57
2,2,1,1,175423.69
8,2,1,1,133447.49
9,1,1,0,114474.98
3,2,0,1,52044.66
2,2,1,1,180290.68
6,1,1,1,132034.13
8,2,1,0,20968.88
5,2,1,0,158735.1
8,2,1,1,196134.44
2,1,1,0,22374.97
8,2,1,0,161668.15
0,1,0,0,67339.34
10,2,1,1,56229.72
6,2,1,0,140991.23
3,1,0,0,177644.52
2,3,1,0,142342.55
2,2,1,1,154559.28
3,1,1,1,176570.28
6,1,0,0,191961.83
3,2,1,0,9452.88
2,2,1,1,165257.31
6,1,1,0,169763.89
6,2,1,1,160663.11
10,1,1,1,192072.1
6,2,1,0,93275.61
2,1,0,1,112269.67
1,2,0,0,2186.83
9,2,1,1,43075.7
8,2,1,1,12368.11
8,1,1,0,42410.21
7,1,0,1,190430.81
7,1,1,1,138394.37
6,1,0,1,172501.38
1,2,1,1,197916.43
2,1,1,1,7035.36
4,2,1,1,159676.55
5,1,0,1,80603.99
4,2,1,0,187599.8
9,2,1,1,94450.97
1,1,1,1,143981.27
2,1,1,0,26450.57
2,2,0,0,164482.92
0,1,1,1,84012.81
5,2,1,0,101192.08
4,2,1,0,175324.74
4,2,1,0,197226.32
9,1,1,0,99504.03
4,2,0,1,83700.66
8,2,0,0,28226.15
5,2,1,0,35321.65
4,1,1,1,41229.73
7,1,0,1,78970.58
9,3,1,0,107890.69
6,2,1,1,191870.28
2,2,1,0,7905.06
6,2,1,0,65731.53
5,1,0,1,145698.73
9,2,1,0,50046.25
7,2,1,1,60830.24
5,1,0,0,158853.98
1,1,0,0,111243.09
9,1,1,1,171014.69
7,1,1,0,170835.32
3,4,1,1,47775.34
5,2,0,0,139297.71
4,1,1,0,195167.38
7,1,1,1,160948.87
8,2,0,1,44965.54
2,2,1,0,52137.73
8,2,1,0,109296.18
2,2,1,1,20092.89
0,1,1,0,197804.0
9,1,1,0,118782.06
7,1,0,1,152876.13
9,1,0,1,135655.29
9,1,1,1,103970.58
2,2,1,1,35786.76
2,1,1,1,25325.07
10,1,1,0,18732.84
8,2,1,1,118522.73
4,2,0,1,89972.25
0,1,0,1,187194.15
7,1,1,1,106785.7
0,1,1,0,142516.35
2,1,1,0,73334.43
6,2,0,1,186612.47
4,1,1,0,123613.81
9,1,1,1,31368.08
6,1,1,1,40066.95
9,1,0,0,175969.19
5,1,0,0,10034.77
9,2,1,0,151167.94
3,2,1,0,191387.76
6,2,1,0,51229.17
5,1,1,1,87351.42
2,1,1,1,48984.95
2,2,1,1,182738.0
9,1,1,1,153535.27
5,1,1,1,125079.65
6,2,1,1,162321.26
1,2,1,0,3414.72
6,2,1,0,165082.25
2,1,1,1,52021.39
10,2,1,0,148256.43
7,2,0,0,122899.01
5,1,1,1,10771.46
2,2,1,1,18255.51
3,1,1,0,183566.78
5,2,1,1,175224.12
0,2,1,0,147913.56
6,1,1,0,180598.66
8,2,1,0,186136.48
1,2,0,0,7455.2
6,2,1,1,80552.11
7,1,1,0,25722.28
9,2,0,0,170996.86
3,2,1,1,20603.32
5,1,0,0,141763.26
0,1,0,0,122284.38
7,2,1,0,190011.85
5,1,1,0,128046.98
5,2,1,1,135662.17
4,1,1,0,7571.51
9,1,1,0,23596.24
4,1,0,0,92727.42
7,1,1,0,65156.83
3,1,0,0,60151.77
5,3,1,0,149097.38
3,2,1,0,35199.24
7,3,1,0,129451.29
2,1,1,1,145134.49
7,2,1,0,192709.69
2,2,1,0,139083.7
1,1,1,1,83629.6
4,1,1,0,35625.41
4,2,1,0,35338.96
1,1,0,1,15602.8
3,1,1,1,182355.21
5,1,1,0,89327.67
5,2,1,1,151903.6
4,1,1,1,11.58
9,2,0,1,77519.62
2,2,0,0,91423.69
5,1,0,0,106287.77
9,2,1,0,161800.77
9,1,1,0,80582.34
10,2,1,1,185094.48
7,1,1,0,172586.89
2,1,1,0,195649.79
9,1,1,1,145792.01
1,1,1,0,138510.01
3,2,1,0,168895.06
4,2,1,0,97983.44
6,1,1,1,85167.88
9,2,1,1,18210.36
9,2,0,1,13608.18
4,1,1,1,110457.99
9,2,0,0,31231.35
4,2,1,0,141582.66
7,1,0,0,14666.35
1,1,1,1,55400.17
9,2,0,0,174667.65
10,2,1,0,154189.08
4,1,0,0,142170.44
4,2,1,0,94499.06
4,2,0,1,182081.45
4,2,1,0,68562.26
1,2,1,0,88798.02
7,2,1,0,113781.99
3,2,1,0,121866.87
4,1,1,1,150390.57
4,1,1,0,60708.72
9,2,1,1,78858.07
8,1,0,0,56407.42
3,2,0,1,125698.97
10,1,1,0,23235.38
8,1,1,1,75732.25
7,2,1,0,179861.79
4,2,1,1,42976.64
3,2,0,1,10486.69
3,1,1,0,56794.73
4,2,0,1,28157.34
8,2,0,0,152422.91
9,1,1,0,167033.83
8,1,1,1,126082.18
0,1,1,0,181499.77
7,2,1,1,41967.03
2,2,0,0,186300.59
1,1,1,0,85412.54
9,2,1,1,23343.18
2,2,1,0,180698.32
8,1,1,1,136071.05
9,1,1,0,175149.2
6,1,1,1,146949.74
9,1,1,0,88920.68
8,1,1,1,45098.62
6,1,1,1,20339.79
0,1,0,1,108528.74
7,1,1,0,145560.38
2,3,1,1,199357.24
4,1,1,1,43106.17
10,2,1,0,137508.31
2,2,1,1,91957.39
4,1,1,1,120612.11
3,1,1,0,102921.17
5,1,1,1,31686.33
2,1,1,0,180002.42
8,2,1,1,28407.4
4,1,0,1,73743.95
4,3,1,1,186233.26
3,1,1,0,31728.86
6,1,1,1,48244.64
2,1,1,0,113266.28
8,2,1,0,71178.09
4,2,0,0,25684.93
8,2,0,0,29737.14
1,1,1,1,149922.38
6,1,1,0,180702.12
7,2,0,1,27597.59
10,2,1,1,95025.27
1,2,1,0,167035.07
0,2,0,1,116781.71
4,2,0,0,21170.81
5,1,1,1,29641.58
8,1,1,1,116520.07
2,1,0,1,44220.4
10,1,1,0,166188.28
5,1,0,1,140857.76
10,2,1,0,37024.28
5,2,1,0,27513.47
0,1,1,0,17744.72
9,1,1,1,4423.63
1,1,0,0,109718.44
5,1,0,1,107243.31
4,1,0,1,115288.24
1,2,0,1,41233.97
10,2,1,1,52952.24
9,1,0,0,78955.8
1,1,1,0,26025.6
8,1,1,1,174536.17
9,4,1,1,147311.47
2,2,0,1,77965.44
4,1,1,1,5635.63
10,1,0,1,81310.1
3,2,0,0,111421.45
4,2,0,0,190269.21
9,1,1,1,100950.48
6,1,1,1,113033.73
3,1,0,1,120663.57
9,2,1,0,187192.23
6,1,1,1,97825.23
4,1,1,0,169621.69
8,2,1,0,191557.1
10,2,1,0,103287.62
9,1,1,1,167538.66
8,1,1,0,64869.32
5,1,1,0,102426.06
8,2,0,1,107876.2
2,2,1,1,37294.88
1,2,1,0,89248.99
4,1,0,0,91973.63
3,2,1,0,16870.2
6,1,1,1,121681.19
6,1,0,1,33730.43
7,2,1,0,104786.59
3,1,1,0,94790.34
1,2,0,0,28726.07
6,1,1,1,67057.27
4,1,1,0,69079.85
4,2,1,1,179780.74
3,1,1,1,183572.39
10,1,1,1,142587.32
5,1,1,1,177844.06
2,3,1,0,197634.11
4,2,0,1,121053.19
3,2,1,1,149613.77
8,2,1,1,142.81
8,4,0,1,131766.67
10,2,0,0,53311.78
5,1,1,0,107665.02
0,1,1,0,109523.88
6,1,0,0,112132.86
0,2,0,0,113645.4
4,1,0,0,180890.4
8,2,1,1,70974.13
1,2,0,0,53379.52
2,1,1,1,158531.01
10,4,1,0,179267.94
2,1,1,1,84606.03
7,1,1,0,56984.58
1,1,1,1,116912.45
10,2,1,0,102999.33
4,2,1,0,132801.57
4,1,1,0,85455.62
6,2,1,1,98657.01
2,2,1,0,107948.72
2,3,1,1,67944.09
0,2,1,1,192892.05
7,1,1,0,187247.56
4,2,1,1,114722.42
1,2,0,0,111687.57
1,2,1,0,184182.25
4,1,1,1,52759.82
10,1,0,1,126451.14
6,2,0,0,12048.67
6,2,1,1,95804.33
8,2,0,1,197911.52
10,1,1,1,182531.74
3,1,1,0,168002.31
4,1,1,1,79450.61
2,2,0,1,60615.83
5,2,0,1,8643.21
5,1,1,0,172172.7
1,2,0,0,174434.06
3,1,0,1,194930.3
0,1,1,0,137476.71
6,2,1,1,94415.6
6,2,1,0,120376.87
8,1,0,0,97623.42
3,4,0,1,66238.23
9,3,1,1,131710.59
1,2,0,1,69052.87
5,2,0,0,56780.97
0,1,1,1,170072.9
1,3,1,1,191849.15
0,1,0,1,84803.76
4,2,1,1,31840.59
8,2,1,1,12096.61
0,2,1,0,44165.84
3,1,1,1,91406.62
7,2,1,0,83282.21
8,1,1,1,198446.91
2,1,0,0,7554.68
9,1,1,0,80416.16
4,2,1,1,164549.74
4,2,1,0,175477.03
8,2,1,1,137903.54
2,2,1,0,93795.86
6,1,0,0,67997.13
1,1,1,1,49492.15
9,1,0,1,35825.18
5,2,1,1,67494.23
6,1,1,1,73963.17
4,2,0,1,145159.26
6,1,1,1,123850.58
1,2,0,0,23822.04
6,1,1,1,45750.21
2,1,1,0,159773.14
5,1,1,0,84238.63
7,1,0,1,72330.46
9,2,1,1,26767.85
2,2,1,1,164768.82
9,2,0,1,1112.76
5,1,1,0,176680.16
4,2,1,0,43999.64
8,1,1,0,140746.13
1,1,0,1,152790.92
0,1,1,0,81537.85
6,1,1,1,7387.8
0,2,1,0,183038.33
5,2,1,1,138849.06
7,2,1,0,170333.38
0,1,0,0,60416.76
9,2,1,1,100240.2
6,1,1,1,2704.98
8,2,0,1,68815.05
5,1,1,1,64839.23
8,1,1,0,144494.94
7,1,1,1,185510.34
2,1,1,1,56055.72
6,2,1,1,155061.97
7,2,0,0,119817.19
6,1,1,0,16259.64
10,1,1,0,184654.87
4,2,0,0,5278.78
2,1,1,1,113244.73
1,2,1,1,8908.0
7,1,0,1,64490.67
10,3,1,0,154971.63
9,2,1,1,155786.39
0,2,1,0,129084.82
7,1,0,1,188533.11
5,1,1,0,13411.67
5,2,1,0,15733.19
3,2,1,1,73127.61
1,1,1,0,101704.19
1,1,1,1,101986.16
2,1,1,1,114442.66
4,1,1,1,15669.17
3,1,1,1,157486.1
3,2,0,0,131281.28
7,2,0,1,197001.15
3,4,1,0,128881.87
9,1,1,1,85101.0
9,2,0,0,149822.04
6,4,0,1,108040.86
1,2,0,0,135795.53
8,1,0,0,25867.67
6,2,1,0,130483.56
5,1,1,0,183479.12
0,2,1,1,77027.34
9,2,0,0,94141.75
3,1,0,0,4092.75
5,1,1,0,109257.59
2,2,0,1,104617.99
6,2,1,0,167705.07
2,1,1,1,103712.05
3,1,0,0,161242.99
3,2,1,0,6089.13
1,1,1,1,159777.37
2,2,1,1,7919.08
1,1,1,1,188274.6
9,1,1,0,27608.12
4,2,1,1,183569.25
2,2,1,1,145537.32
0,2,1,0,164717.95
9,2,1,1,76357.43
3,2,1,0,120158.72
8,2,1,0,151843.54
6,1,0,1,5698.97
5,1,1,0,122865.55
4,1,1,1,152665.85
5,1,0,1,192131.77
5,2,1,1,62851.6
5,2,1,0,140941.47
9,1,0,0,56767.67
4,1,1,1,177235.23
6,2,1,0,86242.18
5,1,1,0,34215.58
4,2,0,1,44406.17
0,2,1,0,165196.65
3,1,1,0,34542.41
3,1,1,0,74838.64
2,2,1,0,36980.54
5,2,0,1,111676.63
9,1,1,1,25858.68
2,3,0,0,177028.0
4,1,1,0,30990.16
2,1,1,1,136915.15
2,1,1,0,108457.99
8,1,0,0,131609.48
2,1,0,1,159737.56
3,2,1,1,142238.54
9,1,1,0,105890.55
7,2,1,1,194270.91
3,1,1,1,105443.47
2,1,1,0,173899.42
5,2,1,0,122823.34
9,1,0,1,13181.37
7,2,0,1,140780.8
2,2,0,0,78560.64
2,1,1,0,185855.21
7,1,1,0,128276.95
5,2,1,1,140197.42
1,1,1,0,32462.39
10,1,1,1,162253.9
10,2,1,0,30498.7
4,1,1,1,90280.7
5,2,1,0,32615.21
5,2,0,0,196142.26
3,2,1,0,16998.72
9,1,0,1,62980.96
7,2,0,0,185660.3
6,2,1,1,77331.77
0,1,0,1,97338.62
3,2,0,0,67234.33
4,1,1,1,143783.28
8,1,0,1,77661.12
2,2,1,0,89123.99
1,2,1,0,70810.8
8,2,0,0,17550.49
2,2,0,1,21497.27
3,2,0,1,124749.08
8,3,1,0,36051.46
0,1,1,1,143681.83
7,2,1,1,150694.58
5,3,1,0,170487.4
8,1,1,1,97684.46
4,2,1,0,53520.03
2,2,1,0,15200.61
4,1,0,1,196894.62
7,1,1,0,4969.13
2,2,0,0,26229.24
4,2,1,0,134034.32
9,1,1,1,198032.93
3,1,0,0,119882.86
1,1,1,1,133102.3
4,1,0,0,176395.02
1,2,1,1,193179.88
9,2,1,1,125062.02
9,1,1,0,143287.58
9,1,0,1,87236.4
8,1,1,1,93769.89
1,1,0,1,88965.46
3,2,1,1,30793.61
6,2,1,1,74532.02
3,1,0,1,113086.08
9,1,1,0,32574.01
8,3,0,1,130113.78
3,3,1,1,104722.47
9,1,1,1,14559.62
8,1,1,1,598.8
8,1,1,0,129697.99
4,1,1,1,36315.03
3,1,0,0,1114.12
2,2,1,1,70954.41
10,2,1,1,73470.98
1,2,1,0,91573.19
3,1,0,0,3154.95
7,2,1,1,88187.81
1,1,1,0,118855.26
5,1,1,0,125256.53
7,2,0,1,39016.43
2,1,1,0,145796.49
8,2,1,0,168816.22
4,2,0,1,73322.0
3,3,0,0,113677.53
7,1,0,0,124607.7
4,1,1,1,11276.48
8,2,1,0,136620.64
2,1,1,1,70523.92
4,1,1,0,51980.25
7,1,1,0,113481.02
9,1,1,1,49025.79
8,2,1,1,145937.99
10,2,1,1,25161.61
8,1,1,0,175753.55
6,1,1,1,24903.09
9,3,1,1,169719.35
8,2,1,1,179565.57
8,1,0,0,115337.74
6,2,0,0,48131.92
0,1,1,1,160828.98
7,2,0,1,145151.96
1,1,1,1,196293.76
4,2,1,0,161653.5
6,2,0,0,84635.64
7,1,1,0,159486.76
2,1,1,1,38596.34
6,2,1,1,27814.74
3,2,1,1,183893.31
6,1,1,1,140803.7
7,2,0,1,146585.53
9,2,1,1,40062.29
1,1,1,1,181300.32
10,1,1,1,84136.12
4,2,1,1,197594.34
1,1,1,0,125953.83
5,2,1,1,75465.41
7,1,1,0,177737.07
6,2,1,1,7144.46
1,2,0,0,155639.76
1,1,1,1,162428.05
3,2,1,1,12457.76
7,2,0,0,14917.09
8,1,1,0,182184.09
10,2,1,1,129984.2
9,2,0,1,194872.97
8,2,1,1,117507.11
9,2,1,1,157527.6
8,2,0,0,92612.88
6,2,0,0,74850.84
5,2,0,1,127413.0
7,1,0,0,69584.3
9,1,1,0,198814.24
6,3,1,0,162643.15
1,1,1,0,114092.52
0,1,1,0,68860.3
4,1,1,1,16150.34
3,1,1,1,115227.02
2,2,0,1,170621.55
5,1,1,0,103099.22
8,1,0,0,172495.81
7,1,0,1,38772.82
6,1,1,1,44946.29
2,2,0,1,146007.7
6,1,1,0,145558.42
8,1,1,0,193312.33
9,2,1,0,40257.79
8,1,1,1,46677.9
4,1,1,1,153887.93
7,1,1,1,103108.33
2,2,1,1,58652.23
5,1,1,0,91624.11
0,1,1,0,65986.48
3,2,1,0,113845.19
7,1,1,1,67607.9
2,2,1,1,145471.94
10,2,1,1,124071.71
9,2,1,1,67502.12
2,3,1,1,78707.97
7,1,1,0,171189.83
2,2,1,0,149381.32
1,2,1,0,100335.55
4,2,1,0,152698.24
8,2,1,1,41192.95
4,1,1,0,132540.33
5,2,1,0,96875.52
1,1,1,1,152305.47
10,2,1,1,49672.01
3,1,1,0,133997.53
5,1,0,1,50454.8
9,2,1,1,16402.11
1,1,1,1,67803.83
4,1,1,0,9241.78
7,2,0,1,100601.73
9,1,0,0,98734.15
6,2,1,1,160574.09
1,2,0,1,26015.8
0,2,0,0,187172.54
4,1,1,1,55763.66
8,1,1,0,75848.22
9,1,0,0,40313.47
6,2,1,1,23864.21
8,2,1,1,51380.9
6,1,0,1,93551.36
2,2,0,0,169415.54
1,1,1,1,6935.31
4,2,1,0,25399.7
5,2,1,0,66256.27
2,1,1,1,114709.13
6,2,1,1,158357.97
2,1,0,1,164815.59
10,1,1,0,132127.69
4,2,1,0,146637.45
7,2,1,0,90256.06
5,2,1,1,34827.43
9,1,0,0,22074.48
5,1,0,1,109805.17
5,1,1,0,100478.6
6,2,1,1,97416.34
4,1,1,1,24207.86
1,1,0,0,69132.66
5,2,1,1,9376.89
3,1,1,0,43046.7
3,2,0,1,20856.31
3,2,0,0,187048.72
4,2,1,0,53420.53
7,1,1,0,37013.29
6,2,1,0,89566.64
8,1,0,0,149913.84
9,2,1,0,18066.69
8,1,1,1,26912.34
6,1,1,1,173511.72
9,1,1,1,146785.44
1,1,0,1,1050.33
8,2,1,0,89587.34
9,2,1,0,74405.34
1,2,0,1,54409.48
0,2,1,0,3647.57
3,4,1,0,198874.52
1,1,1,1,53412.54
9,1,1,0,194867.78
7,1,1,0,150452.88
7,1,1,1,57807.05
5,2,1,1,107534.32
1,1,1,0,194073.33
6,1,1,0,126233.18
8,2,1,0,182354.46
2,1,1,1,120586.32
3,2,1,1,50578.4
8,1,1,1,86575.46
3,2,0,1,153392.28
5,2,1,0,115509.59
6,2,1,0,82176.48
1,1,1,0,63717.49
2,2,1,1,198745.94
9,1,0,1,5719.11
5,1,0,0,20058.61
5,2,1,0,170638.98
3,2,1,0,30607.11
9,2,0,0,37171.46
3,1,1,1,42589.33
7,1,1,1,66799.28
2,1,0,1,101866.39
9,2,1,0,49284.0
6,1,1,0,27445.4
7,2,1,0,70760.69
8,3,0,1,104502.02
2,2,1,1,165407.96
1,1,1,1,113580.79
7,2,1,1,45978.39
3,1,1,1,152012.36
7,1,0,1,77349.92
6,2,1,0,47322.05
0,2,1,1,38772.65
9,1,1,1,24489.44
6,2,1,1,14466.08
2,1,0,0,63142.12
8,1,1,0,41858.43
1,3,1,1,127443.82
6,2,1,1,84151.98
7,2,0,0,58595.64
1,1,1,0,37240.11
2,1,1,0,114522.68
6,2,1,1,72549.27
4,2,1,0,176712.59
9,1,0,0,152855.96
4,2,1,1,73371.65
8,1,1,1,70323.68
6,1,0,0,9663.28
4,2,1,1,142514.66
6,1,1,0,118623.94
9,1,1,1,68400.14
8,2,1,1,115291.86
6,1,1,1,170382.99
0,1,1,0,112946.67
4,1,1,1,79812.77
7,1,1,0,19862.78
7,2,1,0,158610.89
9,1,1,0,191212.63
8,1,1,0,61931.21
7,1,1,1,58043.02
8,2,1,0,22247.27
10,1,1,1,31448.52
6,2,1,0,146875.86
5,2,1,1,116081.93
2,1,0,1,73669.94
5,2,1,1,93959.96
9,2,0,1,158918.03
9,1,1,1,198193.75
9,1,0,0,13160.03
7,2,1,0,4660.91
4,1,0,0,180197.74
1,2,1,1,63023.02
7,1,0,1,118971.74
1,2,0,0,154700.61
4,1,1,1,97577.17
0,1,1,1,48990.5
7,2,1,1,140262.96
10,1,1,0,130189.53
6,2,1,1,16301.91
5,2,1,0,126962.41
1,1,1,1,158750.53
8,2,1,0,199644.2
10,1,1,1,144272.71
2,2,0,1,98320.27
9,1,1,0,64129.03
7,1,1,0,181221.09
7,2,1,1,163809.08
9,3,1,1,171457.06
3,2,0,1,15801.02
1,2,0,0,102950.79
5,2,1,0,174918.46
5,1,1,0,193160.25
5,3,0,0,5831.0
7,2,1,1,82298.59
7,2,0,0,130686.59
7,1,0,1,52885.23
2,1,1,0,68985.99
9,1,1,0,35367.19
9,1,1,1,196241.94
9,1,1,1,170705.53
6,2,1,1,126477.41
4,1,1,1,159618.17
9,3,1,0,195395.33
1,1,0,1,168285.85
1,1,1,1,138052.51
3,2,1,0,71179.31
2,2,1,0,55556.3
3,2,1,0,31705.19
8,1,1,1,186118.93
9,2,1,1,195580.28
8,1,1,0,54113.38
0,2,1,0,127528.84
1,1,0,0,60231.74
1,3,1,0,156878.42
1,1,1,0,182784.11
2,1,0,0,129690.5
8,1,1,0,113860.81
5,2,0,1,184524.74
8,1,1,1,36124.98
3,1,0,1,121316.07
2,1,1,0,185630.76
7,2,1,0,71133.12
7,1,0,1,32020.42
5,2,1,0,162760.96
1,1,0,1,175178.56
5,2,0,1,177099.71
4,2,1,1,66406.37
2,2,0,0,59559.81
6,1,0,1,175750.21
5,2,1,1,174311.3
4,2,1,0,171716.81
1,1,1,0,189362.39
5,1,0,1,180716.1
10,1,0,1,116977.89
1,2,1,1,185105.44
2,1,1,0,35046.97
8,1,1,0,36251.0
9,1,1,0,103174.5
4,2,1,0,122642.09
3,1,1,0,122937.57
8,2,1,0,8757.39
10,1,0,1,125782.29
2,2,1,0,122487.73
8,1,1,0,20066.38
7,2,1,1,55473.15
6,2,0,0,38962.94
3,1,1,1,63795.8
7,2,1,1,163060.43
2,1,1,0,26578.69
5,1,0,1,5066.76
6,2,1,1,140497.67
7,2,0,0,146156.98
3,1,0,0,199316.19
2,2,1,1,103944.37
10,2,1,0,138021.36
1,1,0,0,68621.98
4,1,1,1,28149.06
3,3,1,0,135169.76
10,2,1,1,116537.96
2,1,1,1,105922.69
9,1,0,0,88211.12
1,2,1,0,26900.63
1,2,1,1,3494.02
9,2,1,0,113163.17
8,2,1,1,19324.5
4,2,1,0,189678.7
7,2,1,1,26387.71
10,2,0,0,106276.55
1,1,1,0,45015.38
2,1,1,1,173495.77
1,1,1,1,52581.96
3,1,0,1,146339.27
7,2,1,1,182609.97
1,1,1,0,197890.65
4,2,1,1,6225.63
5,2,1,1,123977.86
1,1,1,1,170195.4
2,2,1,1,114190.3
5,2,1,0,27022.57
1,1,0,1,59457.0
4,2,1,0,165038.41
1,1,1,1,154181.41
1,1,1,0,134960.98
8,2,1,1,65708.5
8,2,0,0,117374.22
7,2,1,1,77703.19
3,2,1,1,177651.38
9,3,1,1,60954.45
7,1,1,1,151924.9
6,2,1,0,26318.73
8,1,1,1,147557.71
5,2,1,0,125918.17
10,1,1,0,190803.37
7,1,1,1,11043.54
7,2,1,1,119100.05
2,2,1,0,140579.17
7,2,0,1,37731.95
8,1,1,0,1852.58
0,2,1,1,172049.84
6,1,1,0,133591.11
10,2,1,1,192751.18
2,2,1,1,193828.27
6,1,1,0,55775.72
6,2,1,1,102280.29
1,2,0,0,44965.44
3,2,1,0,170661.02
2,1,0,0,197145.89
5,1,1,0,192359.9
4,1,1,0,141210.18
8,2,1,0,100557.03
3,1,1,0,130805.54
8,2,1,1,92606.98
2,2,1,1,123956.83
5,1,1,1,102758.43
8,1,1,0,94876.65
3,2,0,1,94811.85
2,2,0,1,67840.81
2,1,0,0,4050.57
5,1,0,1,134665.25
3,2,0,0,181647.13
7,1,1,0,33282.84
8,1,0,0,27965.0
3,1,1,0,68343.53
3,2,1,1,198161.07
8,1,1,1,196858.4
3,2,1,1,120511.03
9,1,1,0,30886.35
3,2,1,0,2743.69
10,2,1,0,167778.62
5,1,1,0,132404.64
4,2,1,1,144423.17
6,2,1,1,181204.5
2,1,1,1,182726.22
1,2,1,1,120880.72
10,1,0,0,26812.89
8,2,1,1,66732.63
1,2,1,0,100834.22
7,3,1,0,107815.31
7,2,1,1,34665.79
10,1,1,1,147093.84
4,1,1,1,36942.35
7,1,1,1,16460.77
3,1,0,0,45610.63
6,2,1,0,184954.11
5,1,0,0,47795.43
7,2,1,0,196789.9
3,1,1,0,173425.68
4,1,1,0,36221.18
8,2,1,0,174738.2
6,1,1,0,67131.3
4,1,1,1,165692.03
7,1,1,0,194691.95
8,1,0,0,129525.5
6,2,0,1,146511.2
9,2,1,1,51752.18
5,1,1,0,35418.69
3,2,0,1,57995.74
4,1,1,1,108152.75
1,1,1,0,166144.98
5,1,1,0,101737.8
10,1,0,1,33326.71
0,2,1,1,81140.09
10,1,1,0,140173.17
2,1,1,1,166513.49
3,1,1,1,103232.6
4,2,1,0,120736.04
2,2,0,0,15832.43
7,2,0,1,188772.45
8,2,1,0,114323.66
1,1,0,1,181534.04
2,1,0,0,102640.52
8,2,1,1,158585.17
6,1,1,0,178722.24
6,2,1,1,153955.38
8,1,1,0,65374.86
9,2,0,1,102986.15
3,1,0,0,136643.84
9,4,1,0,77063.63
6,1,1,1,9633.01
7,2,0,1,43496.36
7,2,1,1,24267.28
8,1,1,0,59354.24
5,2,0,0,28269.86
3,1,1,0,143162.34
4,1,1,0,20199.3
5,2,1,1,48606.92
9,2,0,1,89013.67
7,1,0,1,59890.29
8,1,1,1,106655.88
5,2,1,0,156439.56
6,1,1,0,24176.44
4,1,0,1,43507.1
7,2,1,1,132005.85
0,1,1,1,80496.71
5,2,1,0,88947.56
2,1,0,0,12639.67
3,3,1,1,94248.16
1,1,0,0,11865.76
3,2,1,0,141449.86
6,2,1,1,149457.81
7,3,1,0,119814.25
1,2,1,0,24924.92
7,2,0,1,139481.53
4,2,1,1,41268.65
5,2,1,1,1351.41
10,1,1,0,147489.76
9,1,1,0,111175.09
1,1,1,1,95963.14
6,2,1,0,43128.95
9,1,1,1,137674.96
9,1,1,1,153383.54
10,2,1,1,96660.76
8,1,0,1,115818.16
4,1,1,1,37898.5
2,2,1,0,145222.93
6,1,1,1,41219.09
5,2,1,0,59249.83
8,2,1,1,116747.62
1,1,1,0,116249.72
3,1,1,0,61257.83
0,1,0,0,141798.98
4,2,1,0,102638.35
4,2,0,0,13210.56
1,1,1,0,35550.97
1,1,1,1,104469.06
4,1,1,1,142935.83
6,2,1,0,195486.28
4,1,1,0,63170.0
3,2,1,1,58320.06
3,3,0,1,177747.03
8,1,1,0,19632.64
9,1,1,0,18424.24
2,1,0,1,18897.78
8,1,1,0,97879.02
7,1,1,1,63197.88
1,1,1,1,75860.01
1,2,0,0,78622.46
10,1,1,1,23598.23
1,1,1,1,13460.27
9,1,1,0,19998.31
8,2,0,0,185075.63
6,1,0,1,135815.38
4,1,1,1,44251.33
10,2,1,0,136349.55
